user_id,user_name,batch_no,date,ctr_notification,notification_duration,notification_conversion,notification_dropoff,notification_nps,ctr_liveclass,liveclass_duration,liveclass_conversion,liveclass_dropoff,liveclass_nps,ctr_classroom,classroom_duration,classroom_conversion,classroom_dropoff,classroom_nps,ctr_curriculum,curriculum_duration,curriculum_conversion,curriculum_dropoff,curriculum_nps,ctr_shortcourses,shortcourses_duration,shortcourses_conversion,shortcourses_dropoff,shortcourses_nps,ctr_masterclass,masterclass_duration,masterclass_conversion,masterclass_dropoff,masterclass_nps,ctr_bookmentor,bookmentor_duration,bookmentor_conversion,bookmentor_dropoff,bookmentor_nps,ctr_doubtsession,doubtsession_duration,doubtsession_conversion,doubtsession_dropoff,doubtsession_nps,ctr_assignments,assignments_duration,assignments_conversion,assignments_dropoff,assignments_nps,ctr_resources,resources_duration,resources_conversion,resources_dropoff,resources_nps,ctr_recordings,recordings_duration,recordings_conversion,recordings_dropoff,recordings_nps,ctr_codingwindow,codingwindow_duration,codingwindow_conversion,codingwindow_dropoff,codingwindow_nps,ctr_questionbank,questionbank_duration,questionbank_conversion,questionbank_dropoff,questionbank_nps,ctr_helpticket,helpticket_duration,helpticket_conversion,helpticket_dropoff,helpticket_nps,ctr_referfriend,referfriend_duration,referfriend_conversion,referfriend_dropoff,referfriend_nps
1362,User_1362,B007,2024-03-27,0.299,85.0,1,0,,0.072,17.4,1,0,,0.738,7.5,0,1,55.0,0.467,92.5,1,0,,0.479,100.5,1,0,,0.641,22.8,0,1,,0.999,48.5,0,1,,0.661,83.1,0,1,,0.93,23.0,1,0,70.0,0.362,19.7,1,0,,0.788,110.0,0,1,,0.769,56.3,0,1,,0.291,76.7,1,0,,0.608,50.9,1,0,,0.773,34.2,0,1,
1362,User_1362,B009,2024-03-27,0.603,90.5,1,0,,0.104,32.9,0,1,,0.014,82.7,1,0,20.0,0.251,39.2,1,0,,0.253,39.2,0,1,,0.366,29.7,0,1,,0.081,81.6,0,1,,0.191,5.6,0,1,,0.511,3.0,1,0,,0.44,49.6,0,1,,0.258,59.0,1,0,,0.03,28.0,0,1,,0.157,18.6,0,1,,0.47,48.1,0,1,,0.368,97.0,0,1,14.0
1363,User_1363,B002,2024-03-04,0.841,86.2,1,0,,0.031,115.9,0,1,,0.232,25.9,0,1,80.0,0.94,95.2,1,0,,0.365,27.2,1,0,,0.506,89.3,0,1,,0.433,54.7,0,1,,0.136,16.9,1,0,,0.668,90.3,0,1,,0.527,29.0,1,0,,0.824,47.6,0,1,,0.799,98.0,0,1,,0.521,116.6,1,0,,0.156,46.1,1,0,,0.668,78.6,1,0,
1363,User_1363,B018,2024-03-04,0.161,25.4,0,1,,0.277,111.5,0,1,,0.455,34.1,0,1,,0.362,20.2,0,1,,0.627,64.4,1,0,,0.133,24.1,1,0,,0.397,53.2,0,1,,0.006,47.8,0,1,,0.701,23.0,0,1,,0.336,116.4,0,1,,0.283,17.1,1,0,,0.051,69.4,1,0,,0.679,26.3,0,1,,0.923,82.1,1,0,59.0,0.651,78.8,0,1,
1363,User_1363,B009,2024-03-04,0.559,57.3,1,0,,0.962,3.6,1,0,,0.998,7.3,0,1,,0.714,81.1,0,1,,0.352,103.7,0,1,95.0,0.509,46.4,0,1,,0.895,8.6,0,1,,0.562,117.9,1,0,,0.014,37.2,0,1,,0.031,16.9,1,0,,0.61,63.2,0,1,,0.32,35.1,0,1,,0.586,111.1,1,0,,0.139,25.9,0,1,,0.55,9.9,0,1,
1363,User_1363,B008,2024-03-08,0.509,81.5,1,0,,0.474,20.4,0,1,,0.133,87.5,1,0,,0.154,100.2,0,1,,0.589,111.5,1,0,,0.201,15.0,0,1,,0.64,92.4,0,1,,0.213,88.7,0,1,,0.413,74.9,1,0,,0.5,64.7,1,0,85.0,0.807,110.3,0,1,,0.174,14.3,1,0,,0.085,9.9,1,0,,0.672,110.9,0,1,,0.45,32.9,0,1,
1363,User_1363,B006,2024-03-12,0.666,92.6,1,0,,0.934,19.1,1,0,,0.31,96.3,0,1,,0.302,4.7,0,1,,0.488,44.9,1,0,,0.426,116.1,0,1,,0.445,92.7,1,0,47.0,0.449,111.5,1,0,,0.563,116.1,0,1,,0.547,12.2,1,0,,0.128,77.2,0,1,,0.192,17.9,0,1,,0.927,76.4,0,1,,0.706,83.6,1,0,,0.322,27.6,0,1,
1363,User_1363,B003,2024-03-17,0.894,108.8,0,1,,0.88,19.7,0,1,,0.274,23.3,1,0,,0.463,92.3,1,0,,0.423,61.9,1,0,,0.026,27.5,0,1,,0.587,91.9,0,1,,0.239,109.1,0,1,,0.831,45.4,1,0,,0.542,32.2,0,1,,0.105,56.0,1,0,,0.574,91.4,1,0,,0.129,34.1,0,1,,0.632,108.7,1,0,15.0,0.92,40.7,0,1,
1363,User_1363,B019,2024-03-22,0.243,115.4,1,0,38.0,0.053,59.1,1,0,,0.215,24.3,0,1,,0.743,86.7,1,0,,0.197,31.4,1,0,,0.085,22.7,0,1,,0.423,13.4,1,0,,0.122,77.3,1,0,,0.662,2.3,1,0,,0.844,19.1,0,1,,0.224,46.8,1,0,,0.744,81.8,1,0,,0.137,41.4,1,0,,0.191,110.5,1,0,,0.123,97.2,1,0,
1363,User_1363,B020,2024-03-25,0.855,6.7,0,1,,0.123,69.2,1,0,,0.075,75.4,1,0,,0.597,87.4,1,0,,0.669,10.9,1,0,,0.361,117.8,0,1,,0.876,16.4,1,0,,0.033,103.6,1,0,,0.394,14.8,0,1,,0.539,19.9,1,0,,0.807,89.5,1,0,,0.532,88.7,1,0,,0.984,58.9,1,0,,0.252,45.8,0,1,,0.139,39.3,1,0,1.0
1363,User_1363,B005,2024-03-28,0.543,52.9,1,0,,0.873,89.5,0,1,,0.636,114.2,1,0,,0.353,59.2,0,1,,0.396,78.2,0,1,,0.292,37.3,0,1,,0.227,104.7,1,0,,0.916,117.3,0,1,,0.862,105.4,0,1,,0.67,59.7,1,0,,0.898,21.6,1,0,,0.927,62.4,0,1,,0.107,86.3,1,0,,0.072,96.9,1,0,,0.507,18.9,1,0,
1364,User_1364,B015,2024-03-04,0.714,80.0,0,1,,0.975,105.4,1,0,,0.791,29.1,0,1,,0.611,50.5,1,0,,0.623,113.4,0,1,2.0,0.042,74.5,0,1,,0.107,49.5,1,0,,0.97,20.4,0,1,3.0,0.008,73.0,0,1,,0.017,27.6,1,0,,0.169,91.3,1,0,,0.089,2.6,0,1,,0.583,65.3,1,0,,0.755,108.4,1,0,,0.368,12.8,0,1,
1364,User_1364,B002,2024-03-05,0.036,105.8,0,1,,0.992,97.5,0,1,,0.971,58.3,0,1,,0.537,74.9,1,0,,0.137,116.0,0,1,,0.468,86.0,0,1,,0.488,25.4,0,1,,0.626,105.9,1,0,54.0,0.796,79.5,1,0,,0.643,58.6,1,0,44.0,0.145,6.3,0,1,,0.682,61.2,1,0,,0.37,37.1,1,0,,0.243,69.4,1,0,,0.919,18.5,1,0,
1364,User_1364,B012,2024-03-08,0.088,60.7,0,1,,0.458,105.4,0,1,,0.12,68.8,1,0,,0.693,53.7,1,0,,0.724,30.0,1,0,,0.471,19.0,0,1,,0.875,2.5,1,0,,0.247,78.7,0,1,,0.908,23.0,1,0,,0.124,49.0,1,0,,0.383,64.7,0,1,,0.016,68.1,0,1,,0.862,43.8,1,0,47.0,0.878,118.0,1,0,,0.693,18.4,1,0,
1364,User_1364,B005,2024-03-13,0.37,28.0,1,0,,0.257,65.0,1,0,,0.087,61.2,0,1,,0.256,112.1,1,0,,0.072,85.7,1,0,,0.323,7.2,1,0,,0.678,96.0,0,1,,0.493,1.2,0,1,,0.049,1.7,0,1,,0.272,87.5,0,1,,0.143,49.8,0,1,,0.316,44.6,0,1,,0.764,106.8,1,0,,0.911,62.4,0,1,,0.325,23.8,1,0,
1364,User_1364,B007,2024-03-14,0.712,71.2,1,0,,0.407,15.4,1,0,,0.777,52.4,0,1,,0.42,33.4,0,1,,0.046,37.5,1,0,,0.704,30.4,1,0,,0.437,9.8,1,0,,0.727,35.1,0,1,30.0,0.224,34.3,0,1,,0.852,12.7,0,1,,0.853,73.3,1,0,,0.684,83.0,1,0,,0.992,102.9,0,1,,0.488,81.5,1,0,,0.5,3.0,0,1,
1364,User_1364,B014,2024-03-15,0.041,3.8,0,1,,0.871,115.9,0,1,,0.242,34.2,0,1,16.0,0.975,58.2,1,0,,0.438,17.9,0,1,,0.541,56.0,0,1,,0.283,31.4,0,1,,0.79,45.3,0,1,,0.602,78.3,1,0,,0.818,90.1,0,1,,0.088,23.5,0,1,,0.044,119.4,0,1,,0.274,47.1,0,1,,0.849,60.3,1,0,,0.402,21.5,1,0,
1364,User_1364,B012,2024-03-16,0.112,14.6,0,1,,0.942,82.9,0,1,,0.196,118.3,1,0,,0.748,68.1,0,1,,0.501,77.7,0,1,,0.796,105.9,0,1,,0.285,61.5,1,0,,0.44,84.7,1,0,,0.724,115.8,0,1,,0.203,10.1,1,0,,0.719,14.2,1,0,,0.779,25.6,1,0,,0.244,51.7,0,1,,0.233,94.4,1,0,63.0,0.515,12.6,0,1,
1364,User_1364,B017,2024-03-17,0.698,92.9,0,1,,0.804,14.5,1,0,,0.853,61.5,0,1,60.0,0.641,8.1,0,1,,0.784,69.0,0,1,,0.172,81.0,1,0,,0.082,60.4,1,0,,0.208,94.4,0,1,,0.994,25.0,1,0,,0.964,63.4,0,1,,0.32,94.6,0,1,,0.46,6.2,1,0,,0.455,68.3,0,1,,0.591,117.6,1,0,73.0,0.367,104.0,0,1,
1364,User_1364,B002,2024-03-21,0.035,105.7,1,0,,0.307,119.5,0,1,,0.979,97.4,1,0,,0.677,114.3,1,0,,0.64,60.0,0,1,,0.494,78.9,1,0,,0.424,84.9,0,1,,0.746,58.5,1,0,,0.741,83.4,1,0,,0.025,63.2,0,1,12.0,0.035,74.3,1,0,,0.31,25.7,1,0,,0.984,27.6,1,0,,0.43,95.4,1,0,,0.003,112.3,1,0,
1364,User_1364,B005,2024-03-24,0.62,76.9,1,0,,0.243,72.5,0,1,,0.352,41.3,1,0,,0.591,105.1,1,0,,0.054,85.8,1,0,,0.507,62.7,1,0,,0.609,83.5,0,1,,0.919,76.0,0,1,,0.472,64.5,1,0,,0.809,117.3,1,0,,0.666,85.8,0,1,,0.977,61.9,0,1,,0.089,32.1,0,1,21.0,0.925,110.8,1,0,,0.071,37.3,1,0,
1364,User_1364,B020,2024-03-25,0.319,109.4,0,1,,0.206,92.6,0,1,,0.817,98.0,0,1,,0.322,65.1,0,1,,0.477,70.9,0,1,,0.973,13.5,1,0,,0.556,78.7,0,1,,0.167,38.9,1,0,,0.554,7.4,0,1,,0.643,110.0,1,0,,0.217,76.7,0,1,,0.739,13.2,1,0,92.0,0.451,73.1,0,1,,0.946,81.9,1,0,,0.385,44.9,0,1,
1364,User_1364,B001,2024-03-31,0.994,88.2,0,1,,0.924,68.8,1,0,,0.251,117.0,0,1,,0.696,10.9,1,0,,0.922,60.3,0,1,,0.625,5.5,1,0,,0.117,33.8,1,0,,0.344,71.7,0,1,,0.791,9.4,1,0,,0.913,1.8,0,1,,0.209,44.7,0,1,,0.541,40.8,0,1,,0.974,8.7,1,0,,0.932,64.9,1,0,,0.7,116.3,1,0,
1365,User_1365,B009,2024-03-01,0.782,117.2,0,1,,0.925,28.5,1,0,8.0,0.79,12.7,1,0,,0.482,117.9,1,0,,0.259,114.4,0,1,,0.042,73.1,1,0,,0.077,81.1,1,0,,0.249,69.4,1,0,,0.713,10.4,1,0,,0.733,82.7,1,0,,0.225,115.1,1,0,,0.001,53.4,0,1,26.0,0.474,15.2,0,1,,0.712,11.0,0,1,,0.196,36.2,0,1,
1365,User_1365,B003,2024-03-04,0.189,7.9,0,1,,0.824,21.4,1,0,,0.164,22.7,1,0,,0.371,12.1,0,1,,0.295,96.0,1,0,47.0,0.638,119.9,1,0,,0.813,102.7,1,0,10.0,0.225,24.3,0,1,,0.951,41.1,1,0,,0.824,67.5,1,0,,0.789,86.4,1,0,,0.369,54.2,1,0,59.0,0.089,8.1,0,1,,0.248,59.0,1,0,,0.897,21.0,0,1,11.0
1365,User_1365,B004,2024-03-04,0.838,115.2,1,0,,0.478,38.9,0,1,,0.19,24.9,0,1,,0.168,50.3,1,0,,0.17,76.5,0,1,,0.759,38.1,0,1,64.0,0.88,81.8,1,0,,0.499,29.1,1,0,,0.851,74.1,1,0,,0.134,62.8,1,0,,0.844,27.5,1,0,21.0,0.699,79.0,1,0,,0.373,48.9,1,0,7.0,0.488,104.9,1,0,,0.096,35.1,0,1,
1365,User_1365,B010,2024-03-09,0.859,56.1,1,0,,0.354,70.5,0,1,34.0,0.957,94.5,1,0,,0.221,65.2,1,0,,0.187,59.5,0,1,,0.041,29.4,0,1,,0.005,5.0,0,1,,0.524,112.4,1,0,,0.395,12.7,1,0,,0.991,63.3,1,0,,0.261,37.5,0,1,,0.705,116.7,0,1,,0.095,73.7,1,0,,0.575,64.1,1,0,,0.992,28.4,1,0,36.0
1365,User_1365,B020,2024-03-16,0.812,19.8,0,1,,0.235,79.2,1,0,,0.413,51.6,1,0,,0.711,67.2,0,1,,0.78,7.1,0,1,,0.404,108.7,0,1,,0.087,13.1,0,1,,0.28,18.1,1,0,,0.18,106.6,0,1,,0.641,68.4,0,1,,0.251,41.5,0,1,,0.423,109.1,0,1,,0.351,109.0,0,1,18.0,0.821,101.5,1,0,,0.143,42.1,0,1,
1365,User_1365,B011,2024-03-20,0.07,22.3,1,0,,0.95,104.7,1,0,,0.138,110.3,1,0,,0.333,7.8,0,1,,0.382,48.9,1,0,,0.76,16.2,0,1,,0.307,67.8,0,1,,0.41,35.2,0,1,67.0,0.537,47.8,0,1,,0.233,19.9,0,1,,0.139,58.2,1,0,,0.017,90.3,0,1,,0.684,101.7,1,0,28.0,0.619,78.1,1,0,,0.776,12.7,1,0,
1365,User_1365,B015,2024-03-26,0.571,3.6,1,0,,0.207,29.6,1,0,,0.754,25.4,1,0,,0.073,45.7,1,0,,0.196,41.1,1,0,66.0,0.279,52.8,1,0,,0.873,62.0,0,1,,0.435,20.9,0,1,,0.05,79.7,1,0,,0.57,77.9,1,0,,0.557,102.2,0,1,,0.757,10.0,0,1,,0.351,79.6,0,1,11.0,0.613,22.9,1,0,,0.111,98.7,1,0,
1365,User_1365,B010,2024-03-26,0.924,2.6,0,1,,0.072,9.0,0,1,,0.358,110.9,1,0,19.0,0.587,54.6,0,1,,0.945,24.4,1,0,,0.654,15.8,1,0,,0.537,55.6,1,0,,0.067,117.6,1,0,,0.915,68.1,1,0,,0.184,82.0,1,0,,0.586,99.8,0,1,,0.398,30.4,0,1,,0.521,101.4,0,1,,0.711,98.8,1,0,,0.125,36.5,0,1,
1365,User_1365,B012,2024-03-28,0.082,60.9,1,0,,0.095,10.0,1,0,,0.7,68.7,1,0,,0.016,40.6,1,0,,0.402,36.4,1,0,,0.309,21.2,0,1,,0.338,46.9,1,0,,0.882,115.2,1,0,10.0,0.291,36.7,1,0,,0.445,78.7,1,0,,0.148,84.1,0,1,,0.721,90.5,1,0,,0.368,9.2,0,1,,0.975,92.9,0,1,,0.775,52.0,0,1,
1365,User_1365,B003,2024-03-28,0.341,20.8,1,0,,0.209,119.3,0,1,,0.911,63.4,0,1,,0.851,68.7,0,1,,0.287,24.4,1,0,,0.912,15.1,1,0,63.0,0.196,21.6,1,0,,0.264,28.0,0,1,,0.072,81.8,0,1,,0.76,79.6,0,1,,0.215,71.0,0,1,,0.414,26.5,0,1,71.0,0.454,104.6,0,1,,0.501,41.2,1,0,,0.447,32.1,0,1,
1365,User_1365,B015,2024-03-30,0.587,81.5,1,0,,0.272,81.8,0,1,,0.485,102.6,1,0,16.0,0.615,37.4,0,1,,0.299,97.1,0,1,,0.075,99.1,0,1,,0.702,51.9,1,0,,0.363,96.9,1,0,,0.212,1.3,0,1,,0.885,75.9,1,0,,0.139,108.2,0,1,,0.382,92.6,1,0,,0.115,119.8,1,0,,0.959,93.6,0,1,,0.608,96.1,1,0,53.0
1366,User_1366,B017,2024-03-01,0.758,61.8,1,0,,0.505,26.5,0,1,,0.019,90.5,0,1,,0.176,65.5,1,0,,0.884,18.8,1,0,,0.074,32.5,1,0,37.0,0.505,26.3,1,0,,0.837,61.7,1,0,,0.677,50.1,0,1,,0.754,64.1,1,0,,0.484,95.7,0,1,,0.04,20.4,0,1,,0.206,58.6,1,0,,0.797,14.0,1,0,,0.53,27.1,0,1,
1366,User_1366,B006,2024-03-03,0.129,21.6,1,0,74.0,0.651,12.3,1,0,,0.665,107.7,1,0,,0.996,83.0,0,1,,0.355,98.0,1,0,80.0,0.978,22.9,0,1,,0.491,74.9,0,1,,0.48,35.3,0,1,,0.212,41.1,1,0,,0.298,1.9,0,1,,0.072,80.7,0,1,,0.744,56.2,1,0,10.0,0.969,17.1,0,1,,0.726,12.3,1,0,,0.448,51.0,1,0,
1366,User_1366,B004,2024-03-08,0.57,14.6,0,1,,0.59,99.9,1,0,,0.812,10.7,0,1,,0.607,22.7,1,0,,0.2,84.0,0,1,31.0,0.939,100.9,1,0,,0.576,39.1,1,0,,0.622,58.4,0,1,,0.218,45.1,0,1,,0.971,102.8,0,1,,0.499,90.0,1,0,61.0,0.882,26.2,0,1,,0.523,62.9,0,1,,0.944,71.9,0,1,,0.952,60.9,1,0,
1366,User_1366,B019,2024-03-10,0.323,23.3,0,1,,0.277,77.2,0,1,,0.625,34.1,1,0,,0.843,100.0,1,0,39.0,0.686,40.5,1,0,,0.211,39.8,0,1,46.0,0.575,19.1,0,1,,0.913,105.2,0,1,,0.884,22.1,0,1,,0.187,3.6,1,0,,0.643,12.8,1,0,,0.178,54.1,0,1,,0.034,42.5,1,0,,0.713,81.8,0,1,,0.33,6.0,0,1,
1366,User_1366,B015,2024-03-12,0.817,28.6,0,1,,0.684,61.4,1,0,,0.735,73.5,1,0,,0.04,37.0,1,0,,0.336,16.9,0,1,,0.061,56.5,0,1,,0.368,86.6,1,0,,0.063,59.7,1,0,34.0,0.035,66.9,0,1,,0.725,88.2,1,0,,0.943,119.5,0,1,,0.67,106.9,0,1,,0.761,33.8,0,1,,0.636,20.3,0,1,,0.661,12.7,0,1,
1366,User_1366,B019,2024-03-19,0.786,93.0,0,1,,0.613,77.7,1,0,,0.741,42.0,1,0,,0.793,39.6,0,1,,0.738,43.7,1,0,,0.081,41.5,1,0,,0.752,113.4,0,1,,0.391,111.5,1,0,,0.275,84.4,0,1,,0.639,26.4,1,0,,0.07,65.1,1,0,,0.141,108.6,1,0,,0.495,114.3,0,1,,0.972,83.3,0,1,,0.723,104.1,1,0,
1367,User_1367,B001,2024-03-01,0.585,55.1,1,0,,0.44,16.2,1,0,,0.596,25.6,0,1,,0.703,5.7,1,0,,0.748,32.1,0,1,,0.811,9.4,1,0,,0.442,105.4,1,0,,0.883,25.9,0,1,,0.024,52.1,0,1,,0.732,82.3,0,1,,0.091,88.4,0,1,,0.061,101.6,0,1,,0.242,59.5,1,0,,0.289,5.0,0,1,,0.433,100.5,1,0,
1367,User_1367,B007,2024-03-06,0.226,40.2,1,0,,0.208,68.3,1,0,,0.34,86.0,0,1,,0.915,113.8,0,1,,0.149,3.6,1,0,45.0,0.147,15.2,1,0,,0.218,62.8,0,1,,0.709,20.5,1,0,,0.428,111.9,0,1,,0.295,76.4,0,1,,0.292,34.5,1,0,,0.989,60.0,1,0,,0.606,74.6,0,1,,0.409,19.3,0,1,,0.799,4.9,1,0,96.0
1367,User_1367,B013,2024-03-07,0.109,20.4,1,0,,0.61,62.5,0,1,,0.92,101.1,1,0,,0.096,106.1,0,1,,0.74,73.9,0,1,,0.892,7.0,1,0,,0.014,61.6,1,0,,0.934,12.9,0,1,,0.728,5.8,0,1,,0.768,100.4,1,0,,0.291,68.9,1,0,,0.94,4.2,1,0,91.0,0.957,26.8,1,0,,0.835,64.8,0,1,18.0,0.082,47.8,1,0,
1367,User_1367,B005,2024-03-08,0.05,104.7,0,1,,0.303,39.0,0,1,,0.568,93.7,1,0,,0.925,3.8,0,1,,0.567,25.9,1,0,,0.693,38.3,0,1,,0.78,62.0,1,0,,0.422,6.2,0,1,,0.156,36.1,0,1,,0.938,43.2,1,0,,0.41,109.9,1,0,,0.108,51.6,0,1,,0.54,55.5,1,0,,0.423,53.3,0,1,,0.139,44.4,1,0,
1367,User_1367,B015,2024-03-17,0.419,57.1,0,1,34.0,0.05,52.9,0,1,,0.605,33.5,1,0,,0.172,96.3,0,1,,0.589,11.4,0,1,,0.338,3.6,0,1,,0.431,70.5,1,0,,0.767,87.6,1,0,,0.621,66.0,1,0,,0.826,68.1,0,1,,0.646,55.6,1,0,,0.384,13.7,1,0,,0.027,15.3,0,1,,0.26,110.5,1,0,6.0,0.567,47.7,1,0,
1367,User_1367,B014,2024-03-17,0.884,26.8,0,1,,0.349,46.3,0,1,,0.868,32.6,1,0,65.0,0.128,65.4,0,1,,0.401,88.7,0,1,,0.061,74.6,0,1,,0.298,80.4,1,0,,0.642,22.6,0,1,,0.9,113.9,1,0,,0.124,91.3,1,0,,0.691,103.8,0,1,,0.554,82.6,0,1,,0.82,86.3,0,1,7.0,0.141,26.3,1,0,,0.012,74.4,1,0,
1367,User_1367,B007,2024-03-19,0.812,40.5,1,0,,0.198,104.9,1,0,,0.51,31.5,0,1,,0.02,31.6,0,1,,0.321,111.7,0,1,,0.231,31.2,1,0,,0.489,36.3,0,1,,0.059,74.0,1,0,,0.662,23.8,1,0,,0.808,73.4,1,0,,0.128,105.4,1,0,41.0,0.715,23.6,1,0,,0.718,100.0,0,1,99.0,0.257,47.3,0,1,56.0,0.358,20.0,1,0,
1367,User_1367,B016,2024-03-24,0.211,64.7,0,1,,0.369,39.2,0,1,,0.022,35.4,1,0,55.0,0.508,35.3,1,0,,0.044,30.8,0,1,38.0,0.561,87.0,1,0,,0.336,50.6,0,1,9.0,0.343,18.9,1,0,99.0,0.019,32.7,0,1,,0.858,42.2,1,0,,0.136,45.0,0,1,,0.91,78.7,0,1,69.0,0.298,19.5,1,0,,0.107,78.2,0,1,,0.375,90.8,1,0,
1367,User_1367,B003,2024-03-30,0.309,90.6,1,0,,0.111,47.5,1,0,,0.716,102.4,0,1,24.0,0.334,17.5,0,1,,0.503,90.1,0,1,,0.139,41.3,1,0,,0.548,49.5,1,0,,0.8,73.8,0,1,5.0,0.146,26.5,0,1,94.0,0.731,87.8,0,1,,0.815,66.1,1,0,,0.315,59.8,0,1,,0.814,90.4,0,1,,0.036,41.5,1,0,7.0,0.49,83.9,1,0,64.0
1368,User_1368,B001,2024-03-04,0.624,22.4,1,0,,0.18,37.3,0,1,,0.13,38.5,1,0,,0.982,107.1,0,1,,0.533,42.4,1,0,,0.698,36.0,0,1,,0.719,30.6,1,0,,0.222,41.6,1,0,,0.335,34.1,0,1,,0.492,23.4,1,0,60.0,0.036,78.9,1,0,,0.417,63.1,0,1,,0.204,64.9,0,1,,0.068,107.4,0,1,,0.062,90.9,1,0,
1368,User_1368,B005,2024-03-05,0.801,96.3,0,1,,0.666,29.2,1,0,,0.64,22.9,1,0,,0.706,93.7,0,1,,0.47,73.8,0,1,,0.102,58.0,0,1,,0.497,104.9,0,1,,0.739,88.8,0,1,,0.734,91.2,0,1,35.0,0.269,116.6,1,0,1.0,0.661,115.6,0,1,,0.922,104.1,0,1,,0.407,105.2,1,0,80.0,0.535,113.1,1,0,,0.612,88.3,0,1,2.0
1368,User_1368,B008,2024-03-06,0.842,36.3,1,0,,0.23,30.2,0,1,,0.81,36.8,1,0,,0.118,19.5,1,0,,0.139,16.6,0,1,,0.381,57.7,0,1,,0.985,119.9,1,0,,0.161,29.3,1,0,14.0,0.831,81.9,1,0,44.0,0.662,29.3,0,1,,0.382,44.9,0,1,,0.552,8.9,0,1,,0.823,8.3,0,1,,0.133,115.2,0,1,39.0,0.676,76.6,1,0,
1368,User_1368,B011,2024-03-07,0.589,42.1,0,1,67.0,0.732,98.5,0,1,,0.126,106.6,0,1,,0.433,63.7,1,0,,0.581,89.0,0,1,,0.805,89.9,1,0,,0.755,31.8,0,1,,0.689,28.8,0,1,,0.128,17.4,0,1,,0.902,118.4,0,1,,0.302,18.1,0,1,,0.77,67.9,1,0,,0.645,42.7,0,1,,0.644,10.3,0,1,,0.742,83.9,1,0,
1368,User_1368,B001,2024-03-17,0.36,100.6,1,0,,0.606,62.8,1,0,,0.698,80.7,1,0,,0.356,70.6,0,1,,0.755,58.6,1,0,,0.546,81.5,1,0,,0.617,36.6,0,1,,0.642,18.2,0,1,,0.922,102.3,1,0,,0.375,78.3,1,0,,0.032,42.9,1,0,,0.053,55.9,1,0,,0.098,27.9,1,0,,0.938,63.2,0,1,,0.664,74.5,0,1,
1368,User_1368,B015,2024-03-19,0.194,118.7,0,1,,0.222,47.5,0,1,,0.471,93.8,1,0,,0.765,27.8,1,0,,0.885,61.0,1,0,,0.993,65.1,1,0,,0.304,100.4,0,1,,0.033,45.6,0,1,,0.841,110.0,1,0,,0.547,117.2,0,1,,0.043,52.2,1,0,,0.65,118.3,1,0,49.0,0.26,2.3,0,1,,0.107,19.8,0,1,,0.395,92.5,1,0,
1368,User_1368,B014,2024-03-20,0.303,21.4,0,1,,0.14,71.3,0,1,,0.667,107.3,1,0,,0.236,98.6,0,1,,0.712,103.7,1,0,,0.079,108.6,0,1,,0.662,64.4,1,0,,0.651,99.2,1,0,95.0,0.451,11.8,1,0,,0.171,107.4,0,1,,0.839,44.2,0,1,,0.541,63.6,0,1,,0.388,26.4,1,0,,0.687,8.3,0,1,,0.708,36.0,1,0,
1368,User_1368,B005,2024-03-22,0.419,104.1,1,0,15.0,0.756,88.3,0,1,,0.179,16.0,1,0,,0.82,38.7,1,0,,0.507,71.6,0,1,,0.736,39.3,1,0,,0.058,65.8,0,1,44.0,0.276,5.0,0,1,,0.578,109.6,1,0,,0.817,58.2,0,1,,0.151,88.1,0,1,,0.107,28.2,1,0,,0.396,70.4,1,0,84.0,0.425,87.6,1,0,,0.185,108.9,1,0,8.0
1368,User_1368,B017,2024-03-23,0.719,3.4,0,1,,0.177,12.0,0,1,,0.447,106.9,1,0,,0.491,38.3,0,1,,0.079,51.6,1,0,,0.7,105.4,0,1,,0.491,42.7,1,0,,0.854,65.9,0,1,57.0,0.639,58.5,1,0,,0.426,41.8,1,0,,0.885,17.6,1,0,39.0,0.773,40.0,0,1,,0.163,114.1,1,0,,0.817,88.4,1,0,46.0,0.764,66.2,1,0,
1368,User_1368,B018,2024-03-23,0.99,50.7,0,1,,0.35,49.1,0,1,,0.439,23.7,0,1,57.0,0.595,72.9,1,0,,0.299,86.6,1,0,,0.254,63.0,0,1,,0.937,101.5,0,1,,0.688,48.9,0,1,,0.338,27.3,0,1,,0.469,117.2,1,0,,0.007,10.3,0,1,,0.417,108.2,0,1,,0.607,104.1,0,1,,0.315,3.8,0,1,,0.764,116.2,0,1,
1368,User_1368,B013,2024-03-26,0.187,23.9,1,0,,0.52,117.3,0,1,,0.468,6.5,1,0,,0.916,78.5,1,0,,0.953,50.5,1,0,,0.069,64.3,0,1,,0.051,119.9,0,1,27.0,0.708,56.4,1,0,,0.605,100.9,0,1,,0.346,78.1,0,1,,0.829,14.0,0,1,,0.97,89.7,0,1,,0.643,99.1,1,0,,0.782,17.9,0,1,,0.44,102.4,1,0,
1368,User_1368,B017,2024-03-26,0.08,37.3,0,1,,0.276,12.6,1,0,,0.361,76.6,0,1,,0.231,65.1,0,1,81.0,0.561,47.6,0,1,,0.512,114.7,0,1,,0.859,46.2,0,1,,0.115,17.8,1,0,,0.831,79.6,1,0,,0.055,34.3,1,0,66.0,0.038,94.8,1,0,,0.078,16.6,0,1,,0.173,40.7,1,0,,0.191,10.9,0,1,,0.92,12.0,0,1,
